92 17 0.28 0
0	0.34091	1.2481	2.1409	3.012	3.8545	4.6619	5.4278	6.1465	6.8127	7.4216	7.9687	8.4505	8.8635	9.2051	9.4731	9.6657
0	0.35816	1.2825	2.1921	3.0795	3.9378	4.7602	5.5403	6.2723	6.9507	7.5706	8.1277	8.6181	9.0386	9.3863	9.659	9.8551
0	0.37541	1.3168	2.2432	3.147	4.0211	4.8585	5.6528	6.398	7.0886	7.7196	8.2866	8.7856	9.2135	9.5673	9.8447	10.044
0	0.39266	1.3512	2.2944	3.2145	4.1043	4.9567	5.7652	6.5236	7.2264	7.8684	8.4453	8.953	9.3882	9.748	10.03	10.233
0	0.40991	1.3856	2.3455	3.282	4.1875	5.0549	5.8776	6.6492	7.3641	8.0172	8.6039	9.1202	9.5627	9.9286	10.216	10.422
0	0.42717	1.4199	2.3967	3.3495	4.2707	5.1531	5.9899	6.7747	7.5017	8.1658	8.7623	9.2872	9.7371	10.109	10.401	10.61
0	0.44442	1.4543	2.4478	3.4169	4.3539	5.2513	6.1022	6.9001	7.6393	8.3143	8.9206	9.4541	9.9113	10.289	10.586	10.798
0	0.46167	1.4886	2.4989	3.4844	4.4371	5.3494	6.2144	7.0255	7.7767	8.4627	9.0788	9.6208	10.085	10.469	10.77	10.986
0	0.47892	1.523	2.5501	3.5518	4.5202	5.4475	6.3266	7.1508	7.9141	8.611	9.2369	9.7874	10.259	10.649	10.955	11.174
0	0.49617	1.5573	2.6012	3.6193	4.6033	5.5456	6.4387	7.276	8.0513	8.7592	9.3948	9.9538	10.433	10.828	11.139	11.362
0	0.51342	1.5917	2.6523	3.6867	4.6865	5.6436	6.5508	7.4012	8.1885	8.9073	9.5525	10.12	10.606	11.008	11.323	11.549
0	0.53067	1.626	2.7034	3.7541	4.7695	5.7416	6.6628	7.5263	8.3256	9.0552	9.7101	10.286	10.779	11.187	11.506	11.736
0	0.54792	1.6603	2.7546	3.8215	4.8526	5.8396	6.7748	7.6513	8.4626	9.203	9.8676	10.452	10.952	11.366	11.69	11.923
0	0.56517	1.6947	2.8057	3.8889	4.9357	5.9375	6.8868	7.7762	8.5995	9.3507	10.025	10.618	11.125	11.545	11.873	12.109
0	0.58243	1.729	2.8568	3.9563	5.0187	6.0354	6.9986	7.9011	8.7363	9.4983	10.182	10.783	11.298	11.723	12.056	12.295
0	0.59968	1.7634	2.9079	4.0237	5.1017	6.1333	7.1105	8.0259	8.873	9.6458	10.339	10.948	11.47	11.901	12.239	12.481
0	0.61693	1.7977	2.959	4.0911	5.1847	6.2311	7.2222	8.1506	9.0096	9.7931	10.496	11.114	11.642	12.079	12.421	12.667
0	0.63418	1.8321	3.0101	4.1584	5.2676	6.3289	7.334	8.2753	9.1461	9.9403	10.653	11.279	11.814	12.257	12.604	12.852
0	0.65143	1.8664	3.0612	4.2257	5.3506	6.4267	7.4456	8.3998	9.2824	10.087	10.809	11.443	11.986	12.434	12.786	13.038
0	0.66868	1.9007	3.1123	4.2931	5.4335	6.5244	7.5572	8.5243	9.4187	10.234	10.966	11.608	12.158	12.612	12.967	13.223
0	0.68593	1.9351	3.1633	4.3604	5.5164	6.622	7.6688	8.6487	9.5549	10.381	11.122	11.772	12.329	12.789	13.149	13.407
0	0.70318	1.9694	3.2144	4.4277	5.5993	6.7197	7.7803	8.773	9.6909	10.528	11.278	11.937	12.5	12.965	13.33	13.591
0	0.72043	2.0037	3.2655	4.495	5.6821	6.8173	7.8917	8.8973	9.8269	10.674	11.434	12.101	12.671	13.142	13.511	13.775
0	0.73768	2.0381	3.3165	4.5623	5.7649	6.9148	8.0031	9.0214	9.9627	10.821	11.589	12.264	12.842	13.318	13.691	13.959
0	0.75493	2.0724	3.3676	4.6295	5.8477	7.0124	8.1144	9.1455	10.098	10.967	11.745	12.428	13.012	13.494	13.872	14.143
0	0.77218	2.1067	3.4187	4.6968	5.9305	7.1098	8.2256	9.2695	10.234	11.113	11.9	12.591	13.182	13.67	14.052	14.326
0	0.78942	2.141	3.4697	4.764	6.0133	7.2073	8.3368	9.3934	10.37	11.259	12.055	12.755	13.352	13.846	14.232	14.509
0	0.80667	2.1754	3.5207	4.8313	6.096	7.3047	8.4479	9.5172	10.505	11.405	12.21	12.917	13.522	14.021	14.411	14.691
0	0.82392	2.2097	3.5718	4.8985	6.1787	7.402	8.559	9.6409	10.64	11.55	12.365	13.08	13.691	14.196	14.59	14.874
0	0.84117	2.244	3.6228	4.9657	6.2614	7.4993	8.67	9.7645	10.775	11.696	12.52	13.243	13.861	14.37	14.769	15.055
0	0.85842	2.2783	3.6738	5.0329	6.344	7.5966	8.7809	9.8881	10.91	11.841	12.674	13.405	14.03	14.545	14.948	15.237
0	0.87567	2.3127	3.7249	5.1001	6.4266	7.6938	8.8918	10.012	11.045	11.986	12.828	13.567	14.198	14.719	15.126	15.418
0	0.89292	2.347	3.7759	5.1672	6.5092	7.791	9.0025	10.135	11.18	12.131	12.983	13.729	14.367	14.893	15.304	15.599
0	0.91017	2.3813	3.8269	5.2344	6.5918	7.8881	9.1133	10.258	11.315	12.276	13.136	13.891	14.535	15.066	15.482	15.78
0	0.92741	2.4156	3.8779	5.3015	6.6743	7.9852	9.2239	10.381	11.449	12.421	13.29	14.052	14.703	15.24	15.659	15.96
0	0.94466	2.4499	3.9289	5.3686	6.7569	8.0823	9.3345	10.504	11.584	12.565	13.444	14.213	14.871	15.413	15.837	16.14
0	0.96191	2.4842	3.9799	5.4357	6.8393	8.1793	9.445	10.627	11.718	12.71	13.597	14.374	15.038	15.585	16.013	16.32
0	0.97916	2.5185	4.0309	5.5028	6.9218	8.2762	9.5555	10.75	11.852	12.854	13.75	14.535	15.206	15.758	16.19	16.5
0	0.9964	2.5528	4.0818	5.5699	7.0042	8.3731	9.6659	10.873	11.986	12.998	13.903	14.696	15.372	15.93	16.366	16.679
0	1.0137	2.5871	4.1328	5.6369	7.0866	8.47	9.7762	10.996	12.12	13.142	14.056	14.856	15.539	16.102	16.542	16.857
0	1.0309	2.6214	4.1838	5.704	7.169	8.5668	9.8864	11.118	12.254	13.286	14.208	15.016	15.705	16.273	16.717	17.036
0	1.0481	2.6557	4.2347	5.771	7.2513	8.6635	9.9965	11.241	12.387	13.429	14.36	15.176	15.872	16.445	16.893	17.214
0	1.0654	2.69	4.2857	5.838	7.3336	8.7602	10.107	11.363	12.521	13.572	14.512	15.335	16.037	16.616	17.068	17.391
0	1.0826	2.7243	4.3366	5.905	7.4159	8.8569	10.217	11.485	12.654	13.716	14.664	15.495	16.203	16.786	17.242	17.569
0	1.0999	2.7586	4.3875	5.972	7.4982	8.9535	10.327	11.607	12.787	13.859	14.816	15.654	16.368	16.957	17.416	17.746
0	1.1171	2.7929	4.4385	6.0389	7.5804	9.05	10.436	11.729	12.92	14.002	14.967	15.813	16.533	17.127	17.59	17.922
0	1.1344	2.8272	4.4894	6.1059	7.6626	9.1465	10.546	11.851	13.053	14.144	15.119	15.971	16.698	17.296	17.764	18.099
0	1.1516	2.8615	4.5403	6.1728	7.7447	9.243	10.656	11.973	13.186	14.287	15.27	16.129	16.863	17.466	17.937	18.275
0	1.1689	2.8958	4.5912	6.2397	7.8269	9.3394	10.765	12.095	13.318	14.429	15.42	16.288	17.027	17.635	18.11	18.45
0	1.1861	2.9301	4.6421	6.3066	7.9089	9.4357	10.875	12.216	13.451	14.571	15.571	16.445	17.191	17.804	18.283	18.626
0	1.2034	2.9644	4.693	6.3735	7.991	9.532	10.984	12.338	13.583	14.713	15.721	16.603	17.354	17.972	18.455	18.8
0	1.2206	2.9986	4.7439	6.4404	8.073	9.6282	11.094	12.459	13.715	14.855	15.871	16.76	17.517	18.14	18.627	18.975
0	1.2378	3.0329	4.7948	6.5072	8.155	9.7244	11.203	12.581	13.847	14.996	16.021	16.917	17.68	18.308	18.798	19.149
0	1.2551	3.0672	4.8457	6.574	8.237	9.8205	11.312	12.702	13.979	15.138	16.171	17.074	17.843	18.476	18.969	19.323
0	1.2723	3.1015	4.8965	6.6408	8.3189	9.9166	11.421	12.823	14.111	15.279	16.32	17.231	18.006	18.643	19.14	19.496
0	1.2896	3.1357	4.9474	6.7076	8.4008	10.013	11.531	12.944	14.243	15.42	16.47	17.387	18.168	18.81	19.311	19.669
0	1.3068	3.17	4.9982	6.7744	8.4826	10.109	11.64	13.064	14.374	15.561	16.619	17.543	18.329	18.976	19.481	19.842
0	1.3241	3.2043	5.0491	6.8411	8.5645	10.204	11.748	13.185	14.505	15.702	16.767	17.699	18.491	19.142	19.651	20.014
0	1.3413	3.2385	5.0999	6.9079	8.6462	10.3	11.857	13.306	14.636	15.842	16.916	17.854	18.652	19.308	19.82	20.186
0	1.3586	3.2728	5.1507	6.9746	8.728	10.396	11.966	13.426	14.767	15.982	17.064	18.009	18.813	19.474	19.989	20.358
0	1.3758	3.3071	5.2015	7.0413	8.8097	10.492	12.074	13.546	14.898	16.122	17.212	18.164	18.974	19.639	20.158	20.529
0	1.393	3.3413	5.2523	7.108	8.8914	10.587	12.183	13.667	15.029	16.262	17.36	18.319	19.134	19.804	20.326	20.7
0	1.4103	3.3756	5.3031	7.1746	8.973	10.683	12.291	13.787	15.159	16.402	17.508	18.473	19.294	19.968	20.494	20.87
0	1.4275	3.4098	5.3539	7.2412	9.0546	10.779	12.4	13.907	15.29	16.541	17.655	18.627	19.454	20.132	20.661	21.04
0	1.4448	3.4441	5.4047	7.3079	9.1362	10.874	12.508	14.026	15.42	16.68	17.802	18.781	19.613	20.296	20.829	21.21
0	1.462	3.4783	5.4555	7.3745	9.2177	10.97	12.616	14.146	15.55	16.819	17.949	18.934	19.772	20.46	20.996	21.379
0	1.4792	3.5126	5.5063	7.441	9.2992	11.065	12.724	14.266	15.68	16.958	18.096	19.088	19.931	20.623	21.162	21.548
0	1.4965	3.5468	5.557	7.5076	9.3807	11.16	12.832	14.385	15.809	17.097	18.242	19.241	20.089	20.785	21.328	21.716
0	1.5137	3.5811	5.6078	7.5741	9.4621	11.255	12.94	14.505	15.939	17.235	18.388	19.393	20.247	20.948	21.494	21.884
0	1.531	3.6153	5.6585	7.6407	9.5435	11.351	13.048	14.624	16.068	17.374	18.534	19.546	20.405	21.11	21.659	22.052
0	1.5482	3.6495	5.7092	7.7071	9.6248	11.446	13.156	14.743	16.197	17.512	18.68	19.698	20.562	21.272	21.824	22.219
0	1.5654	3.6838	5.76	7.7736	9.7061	11.541	13.263	14.862	16.326	17.649	18.825	19.85	20.719	21.433	21.989	22.386
0	1.5827	3.718	5.8107	7.8401	9.7874	11.636	13.371	14.981	16.455	17.787	18.97	20.001	20.876	21.594	22.153	22.553
0	1.5999	3.7522	5.8614	7.9065	9.8686	11.731	13.478	15.099	16.584	17.924	19.115	20.152	21.033	21.755	22.317	22.719
0	1.6172	3.7865	5.9121	7.9729	9.9498	11.826	13.586	15.218	16.712	18.062	19.26	20.303	21.189	21.915	22.48	22.884
0	1.6344	3.8207	5.9628	8.0393	10.031	11.92	13.693	15.336	16.841	18.198	19.404	20.454	21.345	22.075	22.643	23.05
0	1.6516	3.8549	6.0134	8.1057	10.112	12.015	13.8	15.454	16.969	18.335	19.548	20.604	21.5	22.234	22.806	23.214
0	1.6689	3.8891	6.0641	8.172	10.193	12.11	13.907	15.573	17.097	18.472	19.692	20.754	21.655	22.394	22.968	23.379
